year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes,commitment_id,lead_agency_standardized,supporting_agencies_standardized,item_type_clean,implementation_pathway_clean,binary_evaluable,binary_unit,overlap_theme,status_evidence_needed,source_quality,continuity_to_prior_year,matched_prior_commitment_id,matched_prior_title,match_basis,commitment_text,source_page,source_page_end,text_capture_confidence
2023,2023SOTSBook.pdf,Public safety / justice,,Counter Cyber Threats,DCJS,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023037,DCJS,,other,mixed,no,,cyber_emergency_response,agency report or official implementation evidence,cleaned_toc_pass,new,,,,"The frequency, magnitude, and impact of cyber threats continue to increase. Ransomware attacks, in which hackers hold data and systems hostage, rose 13 percent in 2021, and since 2017, more than 3,600 state, local, and tribal governments across the country have been hit. In 2022, the State's Division of Homeland Security and Emergency Services (DHSES) responded to 57 cyber incidents across New York in support of counties, local governments, state entities, and others. A recent attack in Suffolk County severely impacted government operations and resident services for months. Small and medium-sized enterprises and vulnerable populations (communities of color, immigrants, seniors) are especially targeted in financially motivated cyberattacks.

To better protect residents from cyberattacks and their effects, Governor Hochul is directing DHSES' Office of Counterterrorism to create New York's first ever specialized Industrial Control Systems (ICS) assessment team. The team will work alongside the agency's physical security and cybersecurity assessment programs to help critical infrastructure facilities across

the state improve their overall cybersecurity posture and make their ICS and operational technology systems more resilient to cyberattacks.",89,90,high
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and deliver care,Establish a Commission on the Future of Health Care,DOH,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023038,DOH,,program/governance,executive_action,yes,established,health_system_planning,"executive order, agency launch, or official announcement",cleaned_toc_pass,new,,,,"The health care system has changed dramatically since the beginning of the pandemic. The workforce crisis continues, utilization of health care services - especially inpatient hospital services - is down, and

the delivery of care is shifting, with increased adoption of digital, outpatient, and in-the-home services. Health care providers are struggling to keep up with this shift, and rural and urban providers are experiencing these trends differently. Total operating subsidies for

hospitals have increased threefold since pre-pandemic levels, from $745 million (FY20) to $2. billion (FY23), but challenges related to access, quality, outcomes, and equity continue.

Governor Hochul believes that the State needs a holistic strategy to address the numerous challenges and opportunities ahead and needs better insight to develop effective policies and make targeted investments in health care. That is why she will establish a new 'Future of Health Care' Commission to provide ongoing strategic guidance for the transformation of the health care system in New York State. To improve access and quality of care, health outcomes, root out waste in the system, and create long-term stability, including a plan for struggling hospitals, this new body will:

• Drive a holistic and data-driven view of the State's health care delivery system.

• Develop and evolve a comprehensive, evidence- based strategy and roadmap for the transformation of the system.

• Guide statewide and regional planning with both short and long-term objectives across the continuum of care.

• Make recommendations on policy, regulation, reimbursement and other strategies to improve outcomes and transform care delivery.

• Shape the allocation strategy of subsidies for financially distressed hospitals and nursing homes and health care capital funding.

• Drive strategic and operational assessments and transformation initiatives of health care institutions.",95,97,high
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and deliver care,Provide Transformative Health Care Capital Funding,DOH,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.,2023039,DOH,,funding/tax/benefit,executive_budget,no,,health_care_capital,"budget appropriation, program awards, or fiscal documents",cleaned_toc_pass,new,,,,"Demand for capital funding continues to outpace supply. To drive transformative projects that support the State's health care objectives and align with the recommendations of the Commission, Governor Hochul will allocate additional health care capital on top of the $1. billion committed last year.",97,97,high
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and deliver care,Establish A New Health Care Technology Capital Program,DOH,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023040,DOH,,program/governance,executive_budget,yes,established,health_system_planning,budget appropriation or program line,cleaned_toc_pass,new,,,,"Health care technology is critical to enabling providers to provide high-quality and effective care. More than 45 percent of providers nationally have increased their investments in health care IT in the past year, while 80 percent report it as a top strategic priority. Larger,

urban health care organizations were able to make investments in technology during the pandemic and use more innovative and advanced tools, but smaller, rural organizations had to cut down their investments in technology. Not all providers have up-to-date certified Electronic Health Records (EHRs). For instance, 86 percent of general hospitals have EHRs, but the rates are far lower in specialty (23 percent) or rehabilitation hospitals (40 percent). Additionally, cybersecurity

attacks on providers more than doubled between 2016 and 2021, necessitating technology investments to protect patients. Safety-net providers - who serve the

most vulnerable New Yorkers - have the most significant outstanding technology needs.

That is why Governor Hochul will establish a new capital grant fund to support providers' technological investment upgrades that facilitate the State's health care transformation goals. These funds will spur investment in advanced clinical technologies, cybersecurity tools, and other technological upgrades to improve quality of care, patient experience, accessibility, and efficiency.",98,99,high
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and deliver care,Reform Traveling Nurse Agency Staffing Practices,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.,2023041,DOH,,legislation/regulation,legislation_required,no,,health_care_workforce_regulation,agency report or official implementation evidence,cleaned_toc_pass,new,,,,"During COVID-19, health care providers relied on contracts with temporary staffing agencies for contract staff and traveling nurses to meet the overwhelming demand. Post-pandemic reliance on agency staff at health care facilities has skyrocketed. At some upstate hospitals, usage is five times greater now than it was pre-pandemic. Contract labor can be significantly more expensive than directly employed staff, and as a result, labor costs have increased significantly for providers. 54

Governor Hochul will introduce legislation to require staffing agencies to register and report key data about their operations with the goal of increasing transparency into the utilization and costs of contract

labor. The State will use the collected data to explore options to remedy the dependence upon, and escalating costs related to, agency staffing.",99,100,high
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and deliver care,Allow Health Care Providers to Do More,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023042,DOH,,other,mixed,yes,authorized,health_care_workforce_regulation,"executive order, agency launch, or official announcement",cleaned_toc_pass,new,,,,"The health care workforce shortage in New York has led to access and quality of care problems for New Yorkers. Governor Hochul signed an Executive Order in September 2021 to acknowledge this shortage and provide flexibility to allow health care providers to temporarily do more (expanding their ""scope of practice"") under their licenses. Making these flexibilities permanent and expanding scope further will help alleviate the shortage, by continuing to allow the current workforce system to provide more care. In addition, Governor Hochul will advance legislation to allow New York to join the Interstate Licensure Compact and the Nurse Licensure Compact, which will make it easier for physicians and nurses licensed in other states to practice in New York, either physically or virtually, and allow New York providers to provide virtual care more easily for their patients who travel to other states.",100,100,high
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and deliver care,Reform Approval Processes of Health Care Projects,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.,2023043,DOH,,legislation/regulation,legislation_required,no,,health_care_workforce_regulation,agency report or official implementation evidence,cleaned_toc_pass,new,,,,"Health care providers face administrative barriers when seeking to modernize and invest in their facilities, including the Certificate of Need (CON) process, which governs the establishment, construction, and renovation of health care facilities. Governor Hochul will direct the Department of Health to review and amend the CON process, including raising the cost threshold for projects that need to file a CON and revisiting the definition of ""public need"" used in the application process. These and other CON reforms will reduce red tape and approval times for more rapid modernization of the state's health care infrastructure. The administration will also take steps to ensure that significant private sector health care transactions support the financial sustainability, access, and quality of care objectives for the health care system.",101,101,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Expand Medicaid Coverage of Preventative Health Services,HCR,DFS,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023044,HCR,DFS,program/policy,mixed,no,,mental_health_supportive_housing,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,expansion,2022018,Improve Access to Child Health Plus Insurance and to Mental and Behavioral Health Services for Children in Low-Income Households,"theme=mental_health_supportive_housing; shared_terms=health, services","Medicaid provides comprehensive health insurance to 7. million low-income New Yorkers. Medicaid enrollees are less likely to use regular medical or dental services and more likely to visit an emergency room 55 56

versus those on private insurance. Medicaid enrollees are more likely to smoke (23 percent versus 10 percent of New Yorkers with private insurance), have high

blood pressure (30 percent versus 25 percent), have 58

diabetes (12 percent versus eight percent) or have59

other chronic conditions. Medicaid enrollees also have

worse health outcomes - for example, 61 percent of maternal deaths are Medicaid enrollees, but only 50 percent of the state's births are covered by Medicaid. 61

To address these issues, Governor Hochul will support critical preventative care for Medicaid enrollees that will help improve population health and reduce hospitalizations, including: increasing supportive housing funding, expanding Adverse Childhood Experiences screening, expanding coverage for nutritionist services, expanding coverage for therapy,

increasing dental care rates, increasing rates for children's vaccine administration, expanding coverage of spinal muscular atrophy prenatal screening, expanding screening for social determinants of health, and expanding coverage for Doula services.",102,103,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Expand the Medicaid Buy-In Program for New Yorkers with Disabilities,DOH,DFS,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023045,DOH,DFS,program/policy,mixed,no,,medicaid_coverage,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,expansion,2022017,Make Healthcare More Affordable to More New Yorkers,theme=medicaid_coverage; shared_terms=yorkers,"Medicaid coverage is essential for accessing long-term supports and services like home care. Without Medicaid coverage, the median out-of-pocket cost of a home health aide is more than $66,000 per year in New York - unaffordable for many people. Too many persons

with disabilities are faced with the difficult choice between maintaining their coverage and pursuing employment opportunities due to the current Medicaid eligibility income and asset limits. More than one-third of working-age disabled adults fear that getting a job would mean losing their health insurance. Governor Hochul will submit a waiver to expand the Medicaid Buy-In program so more New Yorkers with disabilities can work and still qualify for Medicaid coverage.",103,103,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Improve Essential Plan Coverage,OMH,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023046,OMH,,program/policy,mixed,no,,medicaid_coverage,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,follow_on,2022020,Expand Medicaid Coverage for Postpartum Care,theme=medicaid_coverage; shared_terms=coverage,"The Essential Plan offers comprehensive health coverage to more than 1 million New York residents with incomes below 200 percent of the federal poverty level ($27,000 for a single individual). To make health care coverage more affordable, accessible, and equitable, Governor Hochul will explore several changes to improve the Essential Plan. These will include reducing cost sharing for patients, ensuring access by increasing reimbursement rates for health care providers, expanding funding for health plans to broaden coverage of mental health and social services, and requiring health plans to spend more on patient care.",104,104,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Protect New Yorkers from Medical Debt and Other Burdensome Medical Costs,HCR,DFS,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023047,HCR,DFS,other,mixed,no,,health_care_general,agency report or official implementation evidence,cleaned_toc_pass,continuation,2022002,Increase the Training Capacity of Medical Institutions,theme=health_care_general; shared_terms=medical,"One in five people has outstanding medical bills in collections, totaling $88 billion nationwide. Medical

debt can be unpredictable and have serious financial implications, with 53,000 New Yorkers sued by hospitals from 2015 to 2020. It can also have a

significant impact on an individual's ability to find housing, secure employment, access higher education, or participate in the financial marketplace. Governor Hochul has already taken steps to address this problem - for example, announcing regulations last year to protect consumers facing surprise medical bills as well as prohibiting hospitals from placing liens on patients' homes or garnishing their wages to collect on medical debt. This year, Governor Hochul will go one step further and create a comprehensive plan to address excessive medical debt, including (1) amending the Consumer Credit Fairness Act to cover medical debt; (2) launching an industry and consumer education campaign that addresses medical debt and affordability; and (3) reforming hospital financial assistance applications to require hospitals to use a uniform application form.

Governor Hochul will take additional steps to protect New Yorkers from burdensome medical costs. New York will establish the strongest prescription drug price transparency program in the country by building on the Pharmacy Benefit Bureau launched last year, requiring drug manufacturers to report, in advance, changes in

drug prices and make that information publicly available to consumers. In addition, we will explore the creation of a new Health Guaranty Fund to protect New Yorkers if a health insurer becomes financially impaired or insolvent, similar to what is in place for life and property insurers.",104,106,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Expand Access to Primary Care,HCR; OMH,DFS,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023048,HCR; OMH,DFS,program/policy,mixed,no,,medicaid_coverage,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,expansion,2022020,Expand Medicaid Coverage for Postpartum Care,theme=medicaid_coverage; shared_terms=care,"New Yorkers in underserved communities are much less likely to access primary care, and New York's rural areas have almost 80 percent fewer primary care providers per capita than urban areas. This lack of

primary care leads to poor health outcomes and higher costs. In fact, almost 50 percent of all emergency department visits in New York State could have been treated with primary care, and even more could have been avoided. These costs hit the state particularly 66.

hard: Medicaid enrollees are significantly more likely to visit the emergency department than those with commercial insurance. 67

Governor Hochul will support evidence-based interventions to improve access to primary care for

Medicaid enrollees and reduce preventable hospitalizations and emergency room visits by:

• Increasing overall Medicaid reimbursement rates for all primary care, and specifically for nurse practitioners, who are critical providers of primary care.

• Ensuring Medicaid coverage of primary and urgent care within the shelter system, which is expected to help tens of thousands of New Yorkers facing housing insecurity to access care.

• Expanding Medicaid coverage of community health workers to help hundreds of thousands of New Yorkers navigate health and social services.

• Increasing Medicaid reimbursement rates for school-based health centers, which increase access to primary care and other health services for children and their families.

• Supporting the integration of primary and mental health care through several initiatives, including allowing Medicaid reimbursement for additional types of licensed mental health providers in community health centers,

establishing a working group on integrated care, and relaxing licensure restrictions for Article 28, 31, and 32 facilities - such as hospitals, outpatient clinics, and behavioral health clinics.",106,108,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Revitalize Emergency Medical Services and Medical Transportation,DOT,MTA,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023049,DOT,MTA,other,mixed,no,,primary_care_and_ems,agency report or official implementation evidence,cleaned_toc_pass,new,,,,"The availability of emergency transportation and emergency medical technicians varies significantly, as rural residents wait nearly twice as long for an emergency responder as suburban and urban residents nationwide. Compounding this issue, the number of

emergency medical services (EMS) agencies in the state declined from 1,200 pre-pandemic to less than 1,000 post-pandemic, while the number of new EMTs declined by 30 percent over the same time period. These agencies in New York lack comprehensive coordination, which makes it difficult for the state to collectively respond appropriately in emergencies or disasters. Governor Hochul will take several steps to help solve these issues:

• Ensure emergency transportation providers are appropriately reimbursed for trips, increasing payment for more complex patients.

• Establish a working group to recommend ways to expand access to non-emergency medical transportation.

• Establish nine regional EMS organizations that can better coordinate all the EMS agencies and providers operating within their region and a statewide EMS disaster response system that can rapidly deploy personnel and equipment when and where it is needed during an emergency.

• Allow EMS providers to perform expanded clinical care in the community.

• Permit ambulances to treat patients in place or take patients to urgent care clinics without sacrificing payment for the trip, decreasing the number of unnecessary emergency room visits.",108,109,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Ensure Access to Aging Services and High-Quality Long-Term Care,DOH,NYS Office for the Aging,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023050,DOH,NYS Office for the Aging,program/policy,mixed,no,,aging_master_plan,agency report or official implementation evidence,cleaned_toc_pass,follow_on,2022023,Establish a State Master Plan for Aging,manual override: 2023 text explicitly references the statewide Master Plan for Aging launched in 2022,"Last year, Governor Hochul directed the creation of the first-ever statewide Master Plan for Aging to ensure New Yorkers can age with dignity and independence wherever they choose. While production of the plan is underway, the long-term care system continues to be fragmented and overwhelmed as it emerges from the COVID-19 pandemic. To ensure access to aging services, high-quality long-term care, and the ability for senior New Yorkers and their caregivers to make informed choices on where to seek care, Governor Hochul will:

• Invest in care teams to provide care for low- income adults in their home, helping to ensure New Yorkers can age in place.

• Provide respite care for high-need family caregivers, granting relief for those who oversee care of their loved ones.

• Establish quality reporting and accreditation for assisted living residences and implement quality improvement initiatives in nursing homes to

promote transparency and make it easier for New Yorkers to make informed choices.",110,111,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Lead the Way for a Tobacco-Free Generation,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023051,DOH,,other,mixed,no,,health_care_general,agency report or official implementation evidence,cleaned_toc_pass,continuation,2022001,Make a $10 Billion Investment in Healthcare and Support Wages for Workers,theme=health_care_general; shared_terms=,"Commercial tobacco use is the leading cause of preventable death in New York and the U.S.. In 2020, 22. percent of youths used an e-cigarette. Every year, approximately 4,300 New Yorkers under 18 become daily smokers. Tragically, 280,000 of New York's youth

who are under 18 are projected to die prematurely from smoking, while an additional 28,200 adults in the state die each year from tobacco.

Solidifying New York's leadership in ensuring a tobacco- free generation, Governor Hochul will introduce legislation to expand upon the State's ban on the sale of flavored vaping products by prohibiting the sale of all flavored tobacco products. In addition, Governor Hochul will propose to increase the cigarette tax from $4. to $5. per pack. These actions are projected to reduce the number of young people smoking cigarettes by nine percent, prevent 22,000 youths from becoming adult smokers, and prevent premature deaths caused by

smoking.",111,112,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Save Lives Through Treatment of Opioid Addiction,OASAS,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023052,OASAS,,other,mixed,no,,mental_health_insurance,agency report or official implementation evidence,cleaned_toc_pass,continuation,2022032,"Enhance Suicide Prevention in Schools, Homes, and Communities",theme=mental_health_insurance; shared_terms=,"Opioid-related deaths have grown almost 300 percent between 2010 and 2020, comprising 85 percent of all drug overdose deaths in New York in 2020. People

who are Black and Indigenous, and People of Color (BIPOC) experience disproportionate addiction-related consequences. Between 2018 and 2021 the number of

drug overdose deaths grew fastest among Black (non- Hispanic), Hispanic, and Asian (non-Hispanic) New Yorkers. 73

Deaths from drug overdose in New York State increased by 53 percent between 2018 and 2021, up from more than 3,900 in 2018 to nearly 5,600 in 2021. The surge

is largely due to a sharp increase in deaths from opioids related to illicit fentanyl and similar synthetic opioids, growing from 11 percent of all drug overdose deaths in 2010 to 78 percent in 2021. The CDC reports that most recent cases of fentanyl-related overdose are linked to illicitly manufactured fentanyl, which is distributed through illegal drug markets for its heroin-like effect and often added to other drugs because of its extreme

potency, making the drugs cheaper, more powerful, more addictive, and more dangerous. 75

Governor Hochul's administration takes an all-hands- on-deck approach through its statewide harm reduction strategy to save lives through treatment, education, and prevention. To expand these efforts, Governor Hochul will launch an interagency task force to consider all options related to opioid use disorder treatment and harm reduction strategies.

In addition, while tools like fentanyl test strips are critically important, access to enhanced drug checking technology can provide a more comprehensive evaluation of substances before use. Governor Hochul will make this enhanced technology available at Drug User Health Hubs so that individuals can test their drugs to prevent overdose before use. Drug User Health Hubs provide a welcoming, non-stigmatizing, low- threshold setting that improves the availability and accessibility of medications for opioid use disorder, in addition to primary care, mental health services, and referrals and linkage to an array of other healthcare and supportive services for persons who use drugs.

The State will also make drug checking technology available to engagement service and street-level outreach providers who work with individuals not currently receiving addiction services and who are at significant risk of a fatal overdose.

The State's Office of Addiction Services and Supports (OASAS) and Department of Health (DOH) and other agencies will continue to collaborate on existing life- saving initiatives, including:

● Non-stigmatizing, low-threshold treatment for opioid use disorder.

● Syringe exchange and naloxone distribution.

● Opioid overdose prevention training.

● Access to low threshold buprenorphine.

● Medication-assisted treatment in jails and prisons.

● Mobile Medication units.

● Outreach and engagement services.

● Training of first responders on treating fentanyl overdoses.

The State will also continue its work as one of the federally-funded jurisdictions charged with improving drug surveillance of fatal and non-fatal drug overdoses to inform the implementation of evidence-based and innovative prevention initiatives.",112,115,high
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,End Preventable Epidemics,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023053,DOH,,other,mixed,no,,health_care_general,agency report or official implementation evidence,cleaned_toc_pass,continuation,2022001,Make a $10 Billion Investment in Healthcare and Support Wages for Workers,theme=health_care_general; shared_terms=,"Congenital syphilis, which results from untreated maternal syphilis infection in pregnancy, is entirely preventable. However, cases have more than tripled between 2015 and 2021, and one third of cases could have been averted with additional screening. Governor

Hochul will require third trimester screening during pregnancy to prevent a rise in future congenital syphilis cases.

Hepatitis C, a viral infection that affects the liver, is the most common bloodborne infection and one of the leading causes of liver cancer in the country. Current medications can cure over 90 percent of individuals suffering from Hepatitis C in as little as eight weeks. 77

More than 10 million New Yorkers need to be screened to reach New York State's Hepatitis C Elimination goals.

Governor Hochul will propose legislation to screen more New Yorkers for Hepatitis C, including all pregnant persons.",115,116,high
2023,2023SOTSBook.pdf,Health care,Part IV-C: Prepare For Future Emergencies,Modernize our Health Reporting Systems,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.,2023054,DOH,,legislation/regulation,legislation_required,no,,public_health_readiness,agency report or official implementation evidence,cleaned_toc_pass,new,,,,"While most health data exists electronically, it often resides in incompatible siloes. This is dangerous, because this data is critical for health officials to identify, monitor, and intervene on health threats, particularly during health emergencies. While most hospitals and nursing homes have electronic medical systems, outdated reporting infrastructure means facilities must report essential data to the State manually, wasting invaluable time of clinical and administrative staff during crises.

New York will replace this outdated reporting infrastructure with a nation-leading health monitoring and surveillance system to inform targeted and appropriate responses to public health crises and to drive broader health care insights. This will include a first-in-the-nation platform that combines real-time

health information with other key data like social and chronic condition risk factors to inform better decision- making.

To begin, the Department of Health will launch an initiative to automate data reporting, reduce the administrative burden on providers, and provide greater flexibility to the Department of Health on the types and frequency of data collection. New York will redesign surveys to align the data collected from health care providers with what is needed for informative analysis and decision-making, in addition to providing support to non-hospital health care providers that need to install electronic medical record systems and connect to the State's health data reporting systems. Finally, we will establish a DOH Program Office to oversee the creation of the new analytic platform and additional investment in the existing health information exchange (HIE).",116,117,high
2023,2023SOTSBook.pdf,Health care,Part IV-C: Prepare For Future Emergencies,Rebuild the Wadsworth Laboratories,DOH,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023055,DOH,,program/policy,mixed,no,,health_care_capital,agency report or official implementation evidence,cleaned_toc_pass,new,,,,"In 2019, the State invested $750 million to rebuild Wadsworth Laboratories, New York's nation-leading

public health research laboratory and home to cutting edge research on biomedical and environmental issues critical to protecting the health of New Yorkers. This year, Governor Hochul will provide additional funding to complete the consolidation of Wadsworth's five unconnected sites located throughout the Greater Albany area into one new, state-of-the-art facility on Albany's W. Averell Harriman Campus by 2030. Governor Hochul will support the laboratory's public health research capacity to ensure Wadsworth remains at the forefront of international public health research.",117,118,high
2023,2023SOTSBook.pdf,Health care,Part IV-C: Prepare For Future Emergencies,Strengthen New York’s Public Health Emergency Readiness Capacity,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023056,DOH,,other,mixed,no,,cyber_emergency_response,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,new,,,,"The COVID-19 pandemic demonstrated the importance for New York State to respond to public health emergencies and other health crises quickly and effectively. It also emphasized the need for seamless coordination with local health departments, regional offices, and national partners. To bolster these capabilities, the Department of Health will commit additional staff resources to work with other state agencies, as well as key local and national partners, to

build more robust emergency response plans, conduct emergency response training, and ensure appropriate stockpiling of medical equipment and supplies.",118,119,high
