year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes,commitment_id,lead_agency_standardized,supporting_agencies_standardized,item_type_clean,implementation_pathway_clean,binary_evaluable,binary_unit,overlap_theme,status_evidence_needed,source_quality,continuity_to_prior_year,matched_prior_commitment_id,matched_prior_title,match_basis,commitment_text,source_page,source_page_end,text_capture_confidence
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Modernizing Utility Regulation to Protect Consumers,,,program/policy,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026036,,,program/policy,mixed,no,,building_decarbonization,agency report or official implementation evidence,first_pass_toc,new,,,,"Rising utility bills are placing real pressure on household budgets. The current process of utility rate setting is increasingly complex, compressed, and difficult for the public to understand or meaningfully engage with in an impactful way.

Governor Hochul will advance reforms to modernize how these rate cases are reviewed and

resolved, giving regulators more time and flexibility to evaluate utility proposals to ensure they are as protective of consumers as possible, encourage good-faith negotiations, and reduce the frequency of disruptive rate increases. These changes will strengthen transparency and accountability in utility regulation, ensure decisions are grounded in a full public record, and shift the system away from rushed outcomes that drive instability for ratepayers. By improving how rate cases are conducted, New York will protect consumers, promote fair outcomes, and put affordability at the center of utility oversight.",42,43,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Helping Put Food on the Table,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026037,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,,43,43,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Investing in Food Banks and Pantries,DOH,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026038,DOH,,other,mixed,no,,food_access_agriculture,agency report or official implementation evidence,first_pass_toc,continuation,2025065,Enhance Local Food Supply Chains,theme=food_access_agriculture; shared_terms=food,"The recent federal government shutdown reminded the nation of how precarious our nutrition safety net is and how many New Yorkers contend with food instability. During the shutdown, Governor Hochul rushed an additional $65 million toward food assistance programs that delivered meals to tens of thousands of New Yorkers in their hour of need.

Governor Hochul is now announcing another additional investment in the Department of Health (DOH)'s Hunger Prevention and Nutrition Assistance Program (HPNAP). This investment will help food banks keep the lights on and reach more New Yorkers in need by supporting a network of about 2,700 food pantries, soup kitchens, and shelters participating in the program. New resources will help food banks and pantries strengthen and expand operations, allowing them to reach more people with healthier options.",43,43,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Investing in New York PLATES,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026039,,,other,mixed,no,,food_access_agriculture,agency report or official implementation evidence,first_pass_toc,new,,,,"Food banks and pantries need more than just food to operate effectively. They also need modern facilities, industrial equipment like refrigerators, and vehicles to keep operations running smoothly and deliver food. In addition to increased HPNAP funding, the Governor will establish New York PLATES (Providing Local Access to Essential Sustenance), a statewide competitive grant program

for eligible food pantries across New York's 10 regional food bank territories. NY PLATES grants will fund capital projects, including construction to expand space and upgrade infrastructure, property acquisition, and equipment purchases such as coolers, freezers and food transport vehicles. These investments will increase the capacity of these critical organizations and enable food pantries to safely store, transport and distribute food to more families.",43,44,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Slashing Food Benefits Theft with Modern EBT Cards,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026040,,,other,mixed,no,,food_access_agriculture,agency report or official implementation evidence,first_pass_toc,continuation,2025065,Enhance Local Food Supply Chains,theme=food_access_agriculture; shared_terms=food,"Theft of Supplemental Nutrition Assistance Program (SNAP) benefits is an epidemic across the United States, with hundreds of millions illegally stolen from families' accounts nationwide. One of the major ways criminals steal funds is by ""card skimming,"" using illegal devices to copy personal account information when people swipe their EBT cards.

Governor Hochul will protect millions of New Yorkers from this predatory behavior by upgrading New York's EBT cards, leveraging secure chip-based technology that makes cards virtually impervious to mass skimming. Doing so will shut down the skimming pipeline that drains critically important SNAP funds, causing needless stress and burden for families, and enable New York State and our social services districts to confront this pressing issue. While the federal administration is trying to strip SNAP benefits from as many New Yorkers as possible, this action will help safeguard the SNAP dollars that New Yorkers depend on to feed their families.",44,44,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Promoting SNAP to Students and Families,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026041,,,other,mixed,no,,public_education_funding,agency report or official implementation evidence,first_pass_toc,new,,,,"New York leads the nation in implementing universal free school meals, but not all families know that food benefits can help support meals at home, too.

No New York family should go hungry because they don't know where to turn for help. Governor Hochul will require all schools that participate in the State's universal free meals program to link to OTDA's MyBenefits portal, creating a direct link between trusted school websites and SNAP enrollment. By integrating food assistance into the daily digital life of our school communities, she will make it easier than ever for families to access the support they're entitled to.",44,44,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Expanding Free Summer Meal Sites,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026042,,,other,mixed,no,,food_access_agriculture,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,new,,,,"For thousands of New York children, summer is the hungriest time of the year. During the pandemic, emergency federal measures ensured that school-based meals continued through the summer months, but as mandates expire, local programs are at risk of going dark.

Governor Hochul will work with local communities to determine barriers that prevent them from continuing free meal programs and identify ways to overcome them. In exploring how to close ""the summer gap,"" she will help make sure New York's children have access to healthy meals 365 days a year.",45,45,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Supporting Rural Summer Meals,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026043,,,other,mixed,no,,food_access_agriculture,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,continuation,2025064,Supporting Agriculture,theme=food_access_agriculture; shared_terms=supporting,"Counties officially designated as rural by the U.S. Department of Agriculture (USDA) are entitled to summer food services like home delivery and bulk ""grab-and-go"" pickups, but many eligible communities have not yet implemented these innovations. Governor Hochul will help close these gaps by partnering with nonprofits that offer technical support and grants to summer meal providers in these communities to help with startup costs and implementation. By scaling this program, she will make sure more healthy meals get to the front doors of New York's families.",45,45,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Promoting Summer EBT Across Agencies,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026044,,,other,mixed,no,,digital_government,agency report or official implementation evidence,first_pass_toc,new,,,,"Summer EBT programs deliver approximately $200 million in funds to over 1. million children across the State of New York. To ensure every federal dollar is put to work for New York's families, Governor Hochul will direct the Office of Customer Experience to facilitate a statewide Summer EBT awareness campaign. The campaign will break down agency silos, coordinate messaging, and identify resources and opportunities that help meet families where they are and boost investment in local communities.",45,45,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Stopping Illegal Homegrown Guns,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026045,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,new,,,,,47,47,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Cracking Down on 3D-Printed Firearms,DCJS,,other,yes,,mixed,First-pass coding from 2026 SOTS table of contents.,2026046,DCJS,,other,mixed,no,,gun_violence,agency report or official implementation evidence,first_pass_toc,new,,,,"Governor Hochul passed the strongest gun laws in the nation and made record investments in gun violence prevention, resulting in New York having the fewest shooting incidents statewide in recorded history in 2025. However, New York faces an emerging threat along with the rest of the nation-the proliferation of 3D-printed firearms and component parts. As 3D printers become more commonplace, so too have online gun blueprints-downloadable instructions that facilitate the manufacture of illegal, untraceable, easy-to-produce weapons.

Governor Hochul is taking a nation-leading stand to address this threat. She will crack down on illegal 3D-printed firearms by advancing first-in-the-nation legislation that will require minimum safety standards for 3D printers sold in New York include that these printers be equipped with basic technology that prevents the unlicensed, illegal production of lethal firearms and firearm parts. Legislation will task the New York State Division of Criminal Justice Services (DCJS) with leading a task force of experts to recommend regulations that will ensure New Yorkers are protected from these dangerous DIY weapons. Following the implementation of the resulting regulations, the

legislation will allow for recourse against any actor who sells a 3D printer in New York without equipping it with such technology.

To stem the unchecked distribution of digital blueprints that allow printers like those in middle school classrooms and private homes to churn out firearms, the Governor will advance legislation criminalizing the unlawful possession, sale, or distribution of blueprints that allow the printing of illegal guns and gun parts. The legislation will also add criminal penalties for the manufacture of 3D- printed firearms. Additionally, the Governor will direct the New York State Police (NYSP) to track both illegal 3D-printed firearms and sources of illegal design files, partnering with other law enforcement agencies to develop targeted interventions.",47,48,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Taking Aim at DIY Machine Guns,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026047,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,new,,,,"Machine guns are illegal in every state and New York State's ban on assault and semi-automatic assault weapons has saved countless lives. Manufacturers should not be allowed to sell pistols that can be turned into fully automatic weapons-which can fire at a rate of up to 1,200 rounds per minute-with a tiny ""switch"" that can be easily purchased online or 3D-printed. However, certain firearm designs make it particularly easy to do just that, converting the weapon into a fully automatic machine gun that allows the shooter to spray bullets with a single pull of the trigger. Even though pistol converters are already illegal at the state and federal levels, these devices can be purchased illegally or 3D-printed at home, then installed in minutes.

Last year, Governor Hochul signed legislation that requires manufacturers to take reasonable steps to ensure that their firearms are not easily convertible into machine guns. This year, she will build upon that effort and take further action to protect New Yorkers by requiring that all pistols sold in the state to private citizens be designed in a way that ensures they cannot quickly and easily be turned into DIY machine guns.",48,48,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Protecting Our Neighbors' Rights,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026048,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,new,,,,,49,49,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Establishing a Right to Sue Federal Officers for Constitutional Violations,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026049,,,other,executive_action,yes,established,equity_general,"executive order, agency launch, or official announcement",first_pass_toc,new,,,,"With unprecedented escalations in aggressive federal immigration enforcement, communities across the United States are reeling from heavy-handed tactics that have been alleged to trample on constitutional rights.

To protect communities across the state and ensure accountability when constitutional rights are violated, Governor Hochul will advance legislation that gives New Yorkers a clear path to seek justice. The proposal authorizes individuals to bring state-level civil actions against federal officers who violate New Yorkers' U.S. constitutional rights, consistent with the same legal standards that already exist elsewhere in the law. Notably, state and local officers already are subject to these standards, including qualified immunity that protects law enforcement officers who act within the bounds of clearly established law. This legislation would ensure accountability for federal officers under those standards. By aligning state law with existing federal civil rights frameworks, this proposal reinforces constitutional protections and provides New Yorkers with a meaningful legal recourse when federal authority is unconstitutionally abused in New York.",49,49,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Protecting New Yorkers in Sensitive Locations,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026050,,,other,mixed,no,,child_care_access,agency report or official implementation evidence,first_pass_toc,new,,,,"For decades, federal policy under both parties has limited warrantless civil immigration enforcement in sensitive locations such as schools, hospitals, and houses of worship. Recent federal changes have rolled back these protections, disrupting public safety, school communities, access to care, and trust in critical institutions.

New Yorkers should be able to attend school, access child care, seek medical care, and worship in peace. Governor Hochul will propose legislation to ensure sensitive locations can be protected from civil immigration enforcement without a judicial warrant. This measure will help provide stability for children and families in essential community spaces.",49,49,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Protecting Safe Access to Worship and Healthcare,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026051,,,other,mixed,no,,equity_general,agency report or official implementation evidence,first_pass_toc,continuation,2025133,Require Access to Trained Forensic Medical Examiners at All Hospitals,theme=equity_general; shared_terms=access,"New Yorkers deserve to worship and seek medical care in a manner that is safe and free from harassment or intimidation. Yet, in New York and across the nation, we see alarming incidents of interference-including venomous and hate-fueled demonstrations-when people attempt to exercise these rights. To ensure these fundamental freedoms, Governor Hochul is advancing legislation to establish buffer zones around houses of worship and healthcare facilities. Taking lessons learned from approaches adopted in other jurisdictions, these buffer zones will protect individuals from harassment and obstruction while preserving the right to lawful expression. This proposal reflects New York's commitment to safeguarding public safety, religious freedom, and access to care, while upholding constitutional values.",50,50,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Safeguarding Our Roads,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026052,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,new,,,,,50,50,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Launching the Next Phase of the Autonomous Vehicle Pilot Program,DOT,,program/governance,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026053,DOT,,program/governance,executive_action,yes,launched,state_police_capacity,"executive order, agency launch, or official announcement",first_pass_toc,new,,,,"Autonomous vehicle technology is advancing quickly, and New York has an opportunity to act to ensure its safe and responsible use on our roads. To that end, Governor Hochul will introduce legislation to advance the next phase of New York State's autonomous vehicle (AV) pilot program by allowing for the limited deployment of commercial for-hire autonomous passenger vehicles outside New York City. AV companies interested in piloting services that expand and improve mobility options for communities will be required to submit applications that demonstrate local support for AV deployment and adherence to the highest possible safety standards.

This initiative builds on years of successful testing demonstrations across the state and reflects growing evidence that autonomous vehicles can improve road safety and transportation options when introduced thoughtfully. By pairing innovation with strong oversight and planning by State agencies including the Department of Motor Vehicles (DMV), Department of Transportation (DOT), and New York State Police (NYSP), New York will help shape the future of transportation while keeping public safety front and center.",50,50,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Stopping New York City's Super Speeders through Intelligent Speed Assistance,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026054,,,other,mixed,no,,street_safety,agency report or official implementation evidence,first_pass_toc,continuation,2025051,Allow New York City to Lower Speed Limits in Bike Lanes,"theme=street_safety; shared_terms=city, speed","Speed is one of the leading causes of serious injury and death on New York City streets, with repeat offenders posing an outsized risk to pedestrians, cyclists, and families. Governor Hochul will introduce legislation to authorize New York City to pilot a program to require the installation of Intelligent Speed Assistance systems for drivers with a documented pattern of flouting speeding laws and putting New Yorkers at risk. Under this initiative, New York City can require that vehicles driven by persistent speeders be equipped with technology that prevents travel more than a few miles per hour above the posted speed limit. Similar approaches have already reduced excessive speeding in New York City's municipal fleets and are being adopted in other states and internationally.

This pilot will directly target the most dangerous driving behavior, helping prevent tragedies before they happen and making city streets safer for everyone. Based on the results from this pilot initiative, New York will seek to allow interested communities around the state to opt into an Intelligent Speed Assistance program.",51,51,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Ensuring Safety First in Work Zones,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026055,,,other,mixed,no,,street_safety,agency report or official implementation evidence,first_pass_toc,continuation,2025049,Improve Safety at New York City's Elementary School Intersections,theme=street_safety; shared_terms=safety,"Highway work zones are among the most dangerous places to work in New York, with speeding and distracted driving continuing to put workers and motorists at risk. In addition to work zone incursions resulting in fatal crashes and serious injuries, transportation workers also face increased rates of harassment and assaults as they work to maintain our roadways.

Governor Hochul will strengthen work zone safety by introducing legislation to expand automated speed enforcement to additional roadways and modernizing driver education to reinforce safe behavior in active work zones. The state will also deploy new technologies that immediately warn workers when vehicles enter closed areas. In addition, Governor Hochul will advance stronger legal protections for frontline highway workers to deter assaults and hold offenders accountable. Together, these actions will better protect the people who keep New York's roads safe and reduce preventable injuries and deaths in work zones.",51,51,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Strengthening Motorcycle Licensing Standards for New and Inexperienced Riders,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026056,,,other,mixed,no,,street_safety,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,new,,,,"Motorcycle riders face a significantly higher risk of serious injury or death in traffic crashes, particularly when they lack formal training and on-road experience. While New York State currently offers a voluntary motorcycle safety course, riders can currently obtain a license without completing standardized instruction.

Governor Hochul will strengthen motorcycle licensing standards by requiring all new or first-time motorcycle license applicants to complete an approved rider training course before becoming licensed. This requirement will ensure riders receive consistent instruction on safe operation, defensive riding techniques, and real-world traffic conditions. By setting a clear baseline for training, New York will reduce preventable crashes and help riders build the skills needed to ride safely and responsibly.",52,52,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Prioritizing Safety on the Subway,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026057,,,other,mixed,no,,mta_service_and_finance,agency report or official implementation evidence,first_pass_toc,continuation,2025122,Enhance Subway Safety with Expanded Security and Outreach Measures,"theme=mta_service_and_finance; shared_terms=safety, subway",,52,52,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Sustaining Record Lows in Subway Crime by Putting Police on Platforms,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026058,,,other,mixed,no,,mta_service_and_finance,agency report or official implementation evidence,first_pass_toc,continuation,2025121,Advance Second Avenue Subway and Other Major Transit Improvements,theme=mta_service_and_finance; shared_terms=subway,"2025 concluded with subway crime at its lowest level in 16 years, including 14. percent fewer major crimes in the transit system compared to 2019. Transit robberies fell to their lowest levels on record, while gun recoveries reached an all-time high. Subway ridership is up: in 2025, there were almost 1. billion trips, up 30% from 2022.

These gains-lower crime and higher ridership-are the result of the hard work of dedicated police officers, made possible by Governor Hochul's proactive investments in policing and mental health engagement strategies that promote order and public safety throughout the system. To ensure continued progress on subway safety, Governor Hochul will commit an additional $77 million for enhanced subway patrols in 2026. This funding will support the deployment of NYPD officers across the subway system to target those areas of greatest need and deliver the largest impact on enhancing rider safety.",52,52,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Expanding SCOUT Teams in the Subway System,MTA,NYC Department of Homeless Services,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026059,MTA,NYC Department of Homeless Services,other,mixed,no,,mental_health_supportive_housing,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,continuation,2025143,Expand Intensive and Sustained Engagement Teams,theme=mental_health_supportive_housing; shared_terms=teams,"New York's subway system continues to serve as a refuge for some of the state's most vulnerable individuals, including people experiencing homelessness and untreated severe mental illness. The Subway Co-Response Outreach Teams initiative, known as SCOUT, pairs MTA Police officers with clinical staff from the NYC Department of Homeless Services to engage individuals in crisis and connect them to care, treatment, or shelter. Over the life of the program, SCOUT removals have led to approximately 7,500 nights of inpatient hospital care, with virtually no law enforcement outcomes.

Building on the success of the current teams, which have already helped hundreds of people access psychiatric care, medical services, and shelter, Governor Hochul will expand SCOUT teams by 50 percent from 10 to 15, to reach more locations and operate with greater flexibility across the system. This expansion will allow teams to respond more quickly to individuals in acute distress and focus resources where needs are greatest. By strengthening this proven partnership, New York will improve safety on the subway while ensuring people in crisis receive timely, appropriate care rather than being left without support.",53,53,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Protecting Riders with Platform Edge Barriers,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026060,,,other,mixed,no,,mta_service_and_finance,agency report or official implementation evidence,first_pass_toc,new,,,,"Keeping riders safe on subway platforms is one of the most direct ways to improve every-day transit safety. Governor Hochul will expand the installation of platform edge barriers to 85 additional subway stations in 2026, building on recent progress to reduce the risk of falls onto the tracks. These barriers provide a visible, physical safety improvement, which riders experience immediately while waiting for trains. 115 stations have already been upgraded using a streamlined, in-house approach that allows installations to move quickly and efficiently. By continuing to scale this proven approach, the State will make subway stations safer, calmer, and more secure for millions of daily riders.",53,53,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Combating Crime and Ensuring Justice,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026061,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,continuation,2025031,Restoring Trust and Confidence in the Legitimacy of the Justice System,theme=public_safety_general; shared_terms=justice,,54,54,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Expanding Crime Analysis Centers Statewide,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026062,,,other,mixed,no,,public_safety_general,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,continuation,2025038,Ensure Child Victims of Crime Are Maximally Supported,theme=public_safety_general; shared_terms=crime,"New York's Crime Analysis Center network has become a critical tool in the State's public safety strategy, supporting investigations, strengthening prosecutions, and improving coordination across law enforcement agencies. As crime increasingly crosses jurisdictional boundaries, there is growing demand for enhanced analytic capacity in regions with high population density and complex regional activity. New York's Crime Analysis Centers epitomize the Governor's data-driven approach to supporting policing by convening more than 350 agencies on the federal, state and local levels to confront our most intractable challenges head on.

To reach complete statewide coverage, Governor Hochul will expand the Crime Analysis Center network by establishing a new center in Westchester County. This center will provide local and regional law enforcement with real-time crime analysis, investigative support, and stronger information sharing with neighboring counties and state partners. By extending the reach of this proven model into a key regional corridor, New York will continue to strengthen public safety and support effective, data-driven policing statewide.",54,54,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Solving Crimes by Investing in Crime Labs,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026063,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,continuation,2025038,Ensure Child Victims of Crime Are Maximally Supported,theme=public_safety_general; shared_terms=crime,"Timely and reliable forensic analysis is critical to delivering justice for victims and holding offenders accountable, yet many of New York's crime laboratories are operating with outdated equipment and long-standing staffing constraints. Governor Hochul will invest in modernizing the state's crime labs to reduce backlogs, speed up case processing, and improve the quality and consistency of forensic evidence. This initiative will support upgrades to DNA and drug analysis technology, expand forensic staffing, and strengthen statewide standards through accreditation and proficiency testing. By improving the speed and reliability of forensic work, the State will help ensure cases move forward efficiently and that survivors are not left waiting years for resolution.",54,54,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Improving Police Training Academies,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026064,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,new,,,,"New York's police officers are trained through a decentralized system of local academies that vary widely in curriculum, duration, and instructional quality. This inconsistency means officers across the state do not receive the same level of preparation, despite serving communities with similar expectations for professionalism, safety, and accountability. Governor Hochul will strengthen police training by developing an accreditation program that local agencies can opt into to ensure that all agencies have equal access to standardized information around best practices, which will help provide high-quality instruction, particularly for smaller and underserved departments.",55,55,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Supporting State Police after Critical Incidents,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026065,,,other,mixed,no,,state_police_capacity,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,new,,,,"Our first responders experience higher levels of mental health challenges than most other professions. As part of Governor Hochul's commitment to taking care of law enforcement, addressing these challenges has been a priority. New York State Troopers carry out one of the most demanding public safety missions in the nation and place themselves in harm's way to keep New Yorkers safe.

To support both officer well-being and public safety, the Governor will advance legislation to enhance and codify paid critical incident leave for State Police members involved in justified qualifying uses of force. This proposal ensures troopers have the time and support needed to recover, fully cooperate with investigations, and safely return to duty-reinforcing accountability, professionalism, and the safety of the communities they serve.",55,55,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Extending Orders of Protection,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026066,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,new,,,,"When defendants fail to appear in court, orders of protection-which can include stay-away provisions, no-contact requirements, and firearm surrender obligations-lose their enforceability at the very moments victims are most at risk. This loophole allows individuals to evade the consequences of court-ordered protections simply by failing to return to court, undermining victim safety and accountability.

Governor Hochul will close this loophole by requiring courts to automatically extend an order of protection when a defendant does not return to court. Judges will also be required to clearly notify defendants in advance that the order will remain in effect if they fail to appear. By strengthening continuity and accountability, the State will better protect victims and prevent dangerous gaps in enforcement.",55,56,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Supporting At-Risk and Survivor-Led Victim Assistance Programs,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026067,,,other,mixed,no,,equity_general,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,continuation,2025134,Increase Funding for Rape Crisis Programs,theme=equity_general; shared_terms=programs,"Many of New York's more than 250 Victim Assistance Programs provide services that supplement those offered directly by the Office of Victim Services (OVS), yet some smaller or survivor-led organizations lack the administrative capacity to manage financial stress. When these programs close, service gaps can emerge quickly in affected communities.

Governor Hochul will announce a new technical assistance initiative administered by OVS to support fiscally at-risk and survivor-led programs. Participating organizations will be able to request targeted assistance, including financial management support, compliance guidance, and organizational planning. This effort will help stabilize providers, enhance long-term sustainability, and increase access to victim services statewide.",56,56,high
2026,2026StateoftheStateBook.pdf,Chapter 2: Keeping New Yorkers Safe 44,Chapter 2: Keeping New Yorkers Safe 44,Streamlining and Promoting Access to Victim Compensation,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026068,,,other,mixed,no,,public_safety_general,agency report or official implementation evidence,first_pass_toc,continuation,2025037,Expand Victim Support Services to Protect Vulnerable Populations,theme=public_safety_general; shared_terms=victim,"For crime victims, financial barriers stemming from victimization can worsen trauma and delay recovery, yet many New Yorkers are unaware that victim compensation is available or struggle to navigate the claims process. Governor Hochul will modernize New York's victim compensation system by launching a new, trauma-informed claims platform that is easier to access, easier to use, and more responsive to victims' needs. The State will also promote awareness of victim compensation and related services, so survivors know help is available when they need it most, regardless of whether they have reported the crime to law enforcement. Together, these improvements will help victims access financial support more quickly, reduce stress during recovery, and strengthen trust in the services designed to support them.",56,56,high
