year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-C: Invest in Commercial Corridors and Waterfronts,Advance ROC the Riverway Phase 2,Department of Transportation,,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-C: Invest in Commercial Corridors and Waterfronts,Improve the Utica Harbor Point Waterfront,Department of Transportation,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-C: Invest in Commercial Corridors and Waterfronts,Redevelop the Outer Harbor Along the Buffalo Waterfront,Department of Transportation,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-C: Invest in Commercial Corridors and Waterfronts,Strengthen Connections to the Niagara Falls Waterfront,Department of Transportation,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-C: Invest in Commercial Corridors and Waterfronts,Complete the Westchester RiverWalk,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-C: Invest in Commercial Corridors and Waterfronts,Reimagine New York's Statewide Canal System,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-D: Invest in Health and Clean Tech Research Infrastructure,Create a World-Class Battery Research and Manufacturing Center at Binghamton University 103,Department of Transportation,,program/governance,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-D: Invest in Health and Clean Tech Research Infrastructure,Rebuild the Wadsworth Center in Albany into a World-Class Campus,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-D: Invest in Health and Clean Tech Research Infrastructure,Develop the AI Industry Through a Cold Spring Harbor Laboratory and Stony Brook University Partnership,Department of Transportation,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-D: Invest in Health and Clean Tech Research Infrastructure,Expand the Masonic Medical Research Institute Laboratory in East Utica,Department of Transportation,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Advance the Transformative “Interborough Express” to Enhance Regional Mobility and Serve Nearly 1 Million New Yorkers,Department of Transportation,,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Build Phase 2 of the Second Avenue Subway for Residents of Upper Manhattan,Department of Transportation,,capital/infrastructure,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Open Four New Metro-North Stations in the Bronx to Expand Job Access,Department of Transportation,,program/policy,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Advance the Gateway Project to Double Commuter Capacity,Department of Transportation,,other,yes,Double,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Create a Commuter-First Penn Station and Revitalize the Surrounding Community,Department of Transportation,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-E: Expand Transit Networks and Eliminate Rail Deserts in New York City,Support Congestion Pricing in Manhattan to Reduce Traffic and Generate Funding for Transit,Department of Transportation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Launch a Billion-Dollar Plan to Assist Small Businesses,Department of Transportation,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Revitalize and Spur Economic Growth Across Downtowns,Empire State Development,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Revitalize and Spur Economic Growth Across Small Rural Communities,Empire State Development,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Make Strategic Shovel-Ready Investments for High-Growth Tech Sites,Department of Transportation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Bring a New National Semiconductor Technology Center and Additional Chip Fabrication Plants to New York State,Department of Transportation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Renew Funding for and Expand the “Restore New York Communities” Blight Removal Initiative,Department of Transportation,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Repurpose Closed Prisons to Drive Economic Growth and Close Service Gaps,Empire State Development,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Provide Critical State Funding for Arts and Culture,Department of Transportation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-F: Promote Economic Development That Strengthens Leading Industries and,Standardize and Centralize Venture Competitions,Empire State Development,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan","Create and Preserve 100,000 Low-Income Rental and Co-Operative Housing Units in Both Urban and Rural Communities",Homes and Community Renewal,,legislation/regulation,yes,,legislation_required,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan","Create and Preserve 10,000 Supportive Housing Units",Homes and Community Renewal,OMH; OTDA,program/governance,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Build and Preserve Senior Housing Across the State,Homes and Community Renewal,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Weatherize and Electrify New York’s Housing Stock,Homes and Community Renewal,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Pilot a Program to Create Affordable Homeownership Projects That Prioritize Resident Control and Permanent Affordability,Homes and Community Renewal,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Spur Innovation in Affordable Housing,Homes and Community Renewal,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,"Part V-A: Launch A New, Comprehensive 5-Year Housing Plan",Improve the Housing Stock of Rural Rental Properties,Homes and Community Renewal,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-B: Promote Housing Affordability by Expanding the Housing Supply,Encourage the Creation of Safe Accessory Dwelling Units,Homes and Community Renewal,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-B: Promote Housing Affordability by Expanding the Housing Supply,Spur Transit-Oriented Development,Homes and Community Renewal,Department of Transportation; MTA,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-B: Promote Housing Affordability by Expanding the Housing Supply,Give the City of New York Authority to Encourage Densification,Homes and Community Renewal,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-B: Promote Housing Affordability by Expanding the Housing Supply,Ease Restrictions on Converting Hotels and Offices to Residential Uses,Homes and Community Renewal,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-B: Promote Housing Affordability by Expanding the Housing Supply,End the 421-a Tax Abatement and Establish a New Program That More Effectively Uses Public Dollars to Drive Affordability,Homes and Community Renewal,,program/governance,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-C: Expand Housing Access and Equity to Keep More New Yorkers in Homes,Improve Housing Access for Renters with Justice Involvement or Negative Credit Histories,Homes and Community Renewal,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-C: Expand Housing Access and Equity to Keep More New Yorkers in Homes,Create an Eviction Prevention Legal Assistance Program to Improve Housing Stability,Homes and Community Renewal,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-C: Expand Housing Access and Equity to Keep More New Yorkers in Homes,Make Financing More Accessible and Affordable for Manufactured Homes,Homes and Community Renewal,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-C: Expand Housing Access and Equity to Keep More New Yorkers in Homes,Create a Permanent Disaster Recovery and Resiliency Unit to Help Rebuild Homes,Homes and Community Renewal,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-D : Direct Action to Meet the Homelessness Crisis,"Create and Preserve 10,000 Supportive Housing Units",Homes and Community Renewal,OMH; OTDA,program/governance,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-D : Direct Action to Meet the Homelessness Crisis,Establish Safe Options Support (SOS) Teams to Move People from Street Homelessness to Shelter and Housing,Homes and Community Renewal,OMH; OTDA,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-D : Direct Action to Meet the Homelessness Crisis,Launch a Targeted Plan to Support Populations at Risk of Homelessness,Homes and Community Renewal,OMH; OTDA,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Housing / homelessness,Part V-D : Direct Action to Meet the Homelessness Crisis,Address Poverty to Prevent Homelessness Statewide,Homes and Community Renewal,OMH; OTDA,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-A: Accelerate the Renewable Energy Economy to Protect Climate Health and,Strengthen New York’s Offshore Wind Leadership and Make a Nation-Leading $500 Million Investment in Offshore Wind Manufacturing and Supply Chain,NYSERDA,Public Service Commission / DPS,program/policy,yes,$500 Million,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-A: Accelerate the Renewable Energy Economy to Protect Climate Health and,"Power One-Third of New York City with Wind, Solar, and Hydro",NYSERDA,Public Service Commission / DPS,other,no,One-Third,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-A: Accelerate the Renewable Energy Economy to Protect Climate Health and,Double Energy Storage Deployment to at Least 6 Gigawatts by 2030,NYSERDA,Public Service Commission / DPS,other,yes,6 Gigawatts; Double; by 2030; at Least 6 Gigawatts,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-A: Accelerate the Renewable Energy Economy to Protect Climate Health and,Make New York State a Green Hydrogen Hub,NYSERDA,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-A: Accelerate the Renewable Energy Economy to Protect Climate Health and,Phase Out New York City’s Most-Polluting Fossil-Fuel Facilities,NYSERDA,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-A: Accelerate the Renewable Energy Economy to Protect Climate Health and,Achieve Net-Zero in State Investment Portfolios by 2040,NYSERDA,Public Service Commission / DPS,other,yes,by 2040,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-A: Accelerate the Renewable Energy Economy to Protect Climate Health and,Create High-Quality Solar Jobs for More New Yorkers,NYSERDA,Public Service Commission / DPS,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-B: Decarbonize New York’s Buildings,Achieve 2 Million Electrified or Electrification-Ready Homes by 2030,NYSERDA,Public Service Commission / DPS,other,yes,by 2030,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-B: Decarbonize New York’s Buildings,Commit to Zero On-Site Greenhouse Gas Emissions for New Construction No Later Than 2027 and Enact Nation-Leading Building Codes Legislation,NYSERDA,Public Service Commission / DPS,legislation/regulation,yes,No Later Than 2027,legislation_required,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-B: Decarbonize New York’s Buildings,"Bring Green Energy Solutions to Over 1,000 Public Schools",NYSERDA,Public Service Commission / DPS; State Education Department,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-B: Decarbonize New York’s Buildings,Harden Infrastructure and Improve Reliability for Emergency Services Statewide,NYSERDA,Public Service Commission / DPS,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-B: Decarbonize New York’s Buildings,Create 3 Virtual Power Plants Using State Government Buildings as a Proving Ground,NYSERDA,Public Service Commission / DPS,program/governance,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-B: Decarbonize New York’s Buildings,Begin Construction on Major Retrofit Showcase Projects in 2022,NYSERDA,Public Service Commission / DPS,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,"Part VI-C: Accelerate New York’s Adoption of Electric, Zero-Emissions Vehicles",Invest $1 Billion to Support EV Adoption and Infrastructure,NYSERDA,Public Service Commission / DPS,funding/tax/benefit,yes,$1 Billion,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,"Part VI-C: Accelerate New York’s Adoption of Electric, Zero-Emissions Vehicles",Electrify the State Fleet by 2035,NYSERDA,Public Service Commission / DPS; Office of General Services; Department of Transportation,capital/infrastructure,yes,by 2035,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,"Part VI-C: Accelerate New York’s Adoption of Electric, Zero-Emissions Vehicles",Achieve 100% Electric School Buses by 2035,NYSERDA,Public Service Commission / DPS; Office of General Services; Department of Transportation,other,yes,by 2035,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,"Part VI-C: Accelerate New York’s Adoption of Electric, Zero-Emissions Vehicles",Transform Hunts Point into a Clean Distribution Hub,NYSERDA,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,"Increase Funding for the Clean Water, Clean Air and Green Jobs Environmental Bond Act to $4 Billion",Department of Environmental Conservation,Public Service Commission / DPS; Environmental Facilities Corporation,funding/tax/benefit,yes,$4 Billion,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,Expand Community Air Monitoring Statewide to Improve Air Quality,Department of Environmental Conservation,Public Service Commission / DPS; Environmental Facilities Corporation,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,Develop an Extreme Heat Action Plan to Protect Disadvantaged Communities,Department of Environmental Conservation,Public Service Commission / DPS,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,Improve the Brownfield Cleanup Program and Promote Redevelopment,Department of Environmental Conservation,Public Service Commission / DPS,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,"Require Producers, Not Taxpayers, to Cover the Cost of Recycling",Department of Environmental Conservation,Public Service Commission / DPS,legislation/regulation,no,,legislation_required,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,Reduce Toxics in Packaging,Department of Environmental Conservation,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,Safeguard the State’s Water Resources,Department of Environmental Conservation,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,Strengthen Green Procurement Standards for State Agencies,NYSERDA,Public Service Commission / DPS,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,Protect New York’s Forest Preserve Lands in the Catskills and the Adirondacks,Department of Environmental Conservation,Public Service Commission / DPS,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Climate / energy / environment,Part VI-D: Protect New York’s Environment and Improve Our Community Spaces,Enhance Our State Park System,NYSERDA,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-A: Increase Support for Educators and Children,Provide Incentives to Attract More Teachers and School Workers,State Education Department,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-A: Increase Support for Educators and Children,Accelerate the Teacher Certification Process,State Education Department,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-A: Increase Support for Educators and Children,Create a State Teacher Residency Program,State Education Department,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-A: Increase Support for Educators and Children,Fund New Cohorts of the Master Teacher Program,State Education Department,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-A: Increase Support for Educators and Children,Upskill Teacher Support Workers to Earn Their Certifications,State Education Department,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-A: Increase Support for Educators and Children,Provide Schools with Billions of Dollars by Fully Funding Foundation Aid,State Education Department,,other,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-A: Increase Support for Educators and Children,"Increase Access to Childcare for 100,000 Families and Invest $75 Million in Wages for Childcare Workers",State Education Department,OCFS,funding/tax/benefit,yes,"$75 Million; 100,000 Families",executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-B: Rebuild the Academic and School Mental Health Supports Worsened by the,Provide Learning and Mental Health Grants to High-Need Districts,State Education Department,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-B: Rebuild the Academic and School Mental Health Supports Worsened by the,Connect the Student Service Corps with Community Groups to Meet Local Needs,State Education Department,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-B: Rebuild the Academic and School Mental Health Supports Worsened by the,Pilot Programs to Create Positive School Climates,State Education Department,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Expand Access to College-Level Courses,State Education Department,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,"Expand the Part-Time Tuition Assistance Program to Serve 75,000 Additional Students",Higher Education Services Corporation,,program/policy,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Provide Tuition-Free Workforce Credential Programs at Community Colleges for High-Demand Fields,State Education Department,,staffing/workforce,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Provide Childcare at All SUNY/CUNY Campuses,SUNY,SUNY; CUNY; OCFS,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Award Prior Learning Credit Across SUNY and CUNY,SUNY,SUNY; CUNY,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-C: Help Two-Thirds of New Yorkers Earn a Post-Secondary Degree by 2030,Support Internships for SUNY and CUNY Students,SUNY,SUNY; CUNY,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,"Develop Global, National, and Regional Research Institutions, Including Stony Brook and Buffalo as SUNY’s Flagship Institutions",SUNY,SUNY,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Become a Leader in Equity,State Education Department,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Streamline the Application and Financial Aid Process and Offer a Single Consolidated Application for Financial Aid,Higher Education Services Corporation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Redesign the 21st-Century College System,State Education Department,,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Help Individual SUNY Campuses Establish Distinct Identities,SUNY,SUNY,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Build Bridges Between Education and Work,State Education Department,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Schools / higher education,Part VII-D: Transform SUNY into a Nation-Leading Public Higher Education System,Become a Leader in Adult Learning Opportunities,State Education Department,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-A: Ensure Gender Equity and Equal Rights,Create a Council on Gender Equity,Executive Chamber / cross-agency,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-A: Ensure Gender Equity and Equal Rights,Protect Reproductive Access for All,Division of Human Rights,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-A: Ensure Gender Equity and Equal Rights,Pass an Equal Rights Amendment This Session,Division of Human Rights,,legislation/regulation,no,,legislation_required,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,"Part VIII-B: Promote Anti-Hate, Racial Equity, and Justice for All New Yorkers",Bolster the Nation’s Strongest Anti-Discrimination Law,Division of Human Rights,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,"Part VIII-B: Promote Anti-Hate, Racial Equity, and Justice for All New Yorkers",Establish a Hate and Bias Prevention Unit to Improve Incident Response and Invest in Preventative Measures,Division of Human Rights,,program/governance,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,"Part VIII-B: Promote Anti-Hate, Racial Equity, and Justice for All New Yorkers",Expand Benefits for Victims of Hate Crimes and Other Acts of Violence by Increasing the Cap for the Replacement of Essential Personal Property,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,"Part VIII-B: Promote Anti-Hate, Racial Equity, and Justice for All New Yorkers",Promote Equity and Economic Justice in New York’s Cannabis Industry,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-C: Build on New York’s Nation-Leading Support for Minority- and,Invest in Faster MWBE Certifications and Address the Backlog in Pending Certifications,Empire State Development,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
