year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Give the Public Tools to Understand and Act on Climate Risk,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Protect New York's Infrastructure,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Fund Green Resiliency Grants,DEC,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Make State Agencies More Sustainable and Climate-Resilient,DEC,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Repair Aging Flood Control Projects,DEC,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Reduce Risk by Restoring or Removing Hazardous Dams,DEC,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Expand Climate Smart Community Grants,NYSERDA,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Update Water Regulations to Promote Resiliency,DEC,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Protect Our Most Vulnerable,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,"Expand Access to Healthy, Efficient Cooling for Vulnerable Populations",NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Deploy Air Conditioners to the Medically Vulnerable,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Accelerate Clean Energy Infrastructure Buildout,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Deliver Savings on Utility Bills,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Launch Statewide Solar for All,NYSERDA,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Responsibly Reduce Energy Infrastructure Costs,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Launch the Smart Energy Savings Initiative,NYSERDA,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Initiate New York Grid of the Future Proceeding,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Safeguard New York's Clean Water,DEC,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Deliver Support for Rural Communities,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Expand Community Resources to Ensure Equitable Access to Funding Opportunities,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Protect Drinking Water,DEC,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Prioritize PFAS Track Down and Source Control Efforts,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Introduce New Guidance to Reduce Harmful Algae Blooms,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Protect Our Lakes,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Make New York Greener,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Plant 25 Million Trees in the Next Decade,NYSERDA,,other,yes,25 Million,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Establish the Erie Canal Bicentennial Commission,NYSERDA,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,Launch the Clean Transportation Standard Study,NYSERDA,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 12: ACHIEVING A MORE SUSTAINABLE FUTURE,2024 State of the State,NYSERDA,,other,yes,2024,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,WORK AND DO BUSINESS,,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Create the Conditions to Attract and Grow Businesses,,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Invest in Shovel-Ready Sites to Attract Businesses,,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Create One Network for Regional Advanced Manufacturing Partnerships (ON-RAMP),,,program/governance,yes,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Transform Blighted Communities,,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Expand Localities' Access to DASNY Construction Services,,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Empower Small Business,,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Help Small Businesses Navigate Environmental Regulations,,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Create New Avenues for Immigrant Entrepreneurs,,,program/governance,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Require Paid Breaks for Breast Milk Expression in the Workplace,,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Promote Economic Growth Through Investment in the Arts,,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Bolster Workforce Development,,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Expand State Apprenticeships to Youth and Public Service Workers,,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Establish an Office of Workforce Data and Research,,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Expand the Teacher Ambassador Program,,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Protect New York's Workers,,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Create and Distribute a Youth Workers Bill of Rights,,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Expand Recovery of Stolen Wages,,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,SECTION 13: MAKING NEW YORK A GREAT PLACE TO,Protect Outdoor Workers from Extreme Weather Hazards,,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Increase the Resiliency of the Healthcare System,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Launch a Healthcare Safety Net Transformation Program,DOH,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Streamline and Modernize New York's Healthcare Approval Program,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Strengthen Hospital Cyber Resilience,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Modernize Emergency Medical Services,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Encourage New Care Models Closer to Home,DOH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Improve Access and Transparency for Assisted Living Residences,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Strengthen the Healthcare Workforce,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Sustain and Retain Healthcare Workers,DOH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Support New Yorkers Entering the Healthcare Workforce,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Allow Healthcare Providers to Do More,DOH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Improve Transparency of Home Care Services,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Increase Affordability and Accessibility,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Expand Coverage for Health-Related Social Needs,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Expand Access to Quality Dental Care,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Increase Children's Access to Healthcare,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Expand Access to Primary Care,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Increase the Affordability of New York State of Health Insurance Options,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Appoint a Director of Patient Advocacy,DOH,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Improve Public Health for All New Yorkers,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,End Preventable Epidemics,DOH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Protect New Yorkers from Opioid Overdose,OASAS,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,2024 State of the State Reduce Gun Violence Through a Public Health Approach,DOH,,other,yes,2024,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Modernize Vital Records to Meet the Needs of New Yorkers,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Alleviate Burden and Data Privacy Concerns for Abortion Providers,DOH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 14: IMPROVING THE HEALTH OF NEW YORKERS,Invest in Clinical Care and Research for Rare Diseases,DOH,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Support Lower-Income New Yorkers,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Expand Summer Meals Program to Reduce Hunger,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Provide More Intensive Support to Families in Need,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Support Anti-Poverty Efforts in Upstate Cities,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Continue Commitment to Child Care Access,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Provide Grants to Sustain Child Care Programs,Executive Chamber / cross-agency,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Pilot Family Child Care Networks,Executive Chamber / cross-agency,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Expand Early Childhood Mental Health Consultations,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Reimburse Child Care Providers for Quality Improvement,Executive Chamber / cross-agency,,funding/tax/benefit,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Commit to Indigenous Nations,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Strengthen Stability of Indigenous Families,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Fund Dental Care for First Nations,Executive Chamber / cross-agency,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Respond to Offensive Representations of Indigenous Peoples,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Commit to All New Yorkers with Disabilities,Office for People With Developmental Disabilities,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Issue Olmstead Plan for All People with Disabilities,Office for People With Developmental Disabilities,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Support Access to Employment,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Support Access to More Independent Living Settings,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Support New York Veterans,Department of Veterans' Services,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Develop Pocket Card for Providers Serving Veterans,Department of Veterans' Services,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Create Statewide Women Veterans History Trail,Department of Veterans' Services,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Support Mental Health of Women Veterans,Department of Veterans' Services,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Strengthen New York's Response to Discrimination and Hate,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Expedite Resolutions to Discrimination Complaints,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Launch Youth Anti-Hate and -Bias Initiative,Executive Chamber / cross-agency,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Strengthen Services for LGBTQ+ New Yorkers,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Expand Funding for Workforce Development and Training for TGNCNB New Yorkers,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Enhance Gender Affirming Care for TGNCNB New Yorkers,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Strengthen LGBTQ+ Cultural Competency,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Equity / inclusion / social policy,SECTION 15: ADVANCING EQUITY AND WELLBEING,Increase Chief Diversity Officers Across State Agencies,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Improve Access to Benefits and Services,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Use Data-Matching to Identify WIC-Eligible Families,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Launch Modern Housing Search System,HCR,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Pilot Language Access Certification Program,Executive Chamber / cross-agency,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Expedite Processing Times for Services,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Streamline the Liquor Licensing and Application Processes,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Simplify Process to Request Vital Records,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,2024 State of the State Establish Statewide Customer Experience Infrastructure,Executive Chamber / cross-agency,,program/governance,yes,2024,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Develop Customer Data and Analytics Program,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Establish a New York State Design System,Office of Information Technology Services,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
